No,Nama RS,Provinsi,Kota,Alamat,Telepon
1489,SILOAM HOSPITALS LIPPO CIKARANG (Hanya Berlaku Sistem Reimbursement),JAWA BARAT,CIKARANG,Jl.  Mh. Thamrin. Kav.105. Lippo Cikarang,'021- 29636900
1490,KLINIK PUTRA MEDIKA 3,JAWA BARAT,CIKARANG,Jl.  Perum Kota Serang Baru. Kp. Gebang Ds. Sukaragam Kec. Serang Baru. Bekasi,'(021) 89950333
1491,KLINIK 24 JAM & RB. PERMATA BUNDA CIKARANG,JAWA BARAT,CIKARANG,Ruko Grama Niaga H2 No. 15/15a. Karang Asih - Cikarang Utara,'021 - 2928 2165. 021 - 2928 2166
1492,RSIA GIZAR,JAWA BARAT,CIKARANG,Jl. Vila Mutiara Cikarang. Ruko Pasadena Blok Ra No. 3. 5. 6 Ciantra. Cikarang Selatan,'021-89677240 / 89677204
1493,RS BHAKTI HUSADA,JAWA BARAT,CIKARANG,Jl. Re. Martadinata,'021-8900530/1021-890 0531
1494,RS ANNISA CIKARANG,JAWA BARAT,CIKARANG,Jl. Raya Cikarang Baru. No.31. Lemah Abang. Cikarang Utara,'021-8904165/89113584-85/8901962/8904503/8904503
1495,RSIA NURUL ANNISA,JAWA BARAT,CIKARANG,Jl.  Raya Cikarang Cibarusa No 88 Ds. Sukaresmi Cikarang Selatan. Bekasi,'021-8974854/55 / 8971122
1496,RB & KLINIK ANNISA IV,JAWA BARAT,CIKARANG,Jl.  Raya Cibarusah No.63 Serang Baru,'021-89954434
1497,RB & KLINIK PUTRA MEDIKA,JAWA BARAT,CIKARANG,Jl. N. Perum Vila Mutiara. Kampung Kukun Cikarang No.115 Rt.012/06 Ds.Ciantar,'021-89677215; 02189677628
1498,KLINIK SUMBER WARAS,JAWA BARAT,CIKARANG,Jl.  Raya Cibarusah. Kampung Cijambe. Sukadami. Cikarang Selatan,'021-8970524
1499,RS MEDIROSSA,JAWA BARAT,CIKARANG,Jl. Industri Tegal Gede -  Cikarang Selatan,'021-89833216
1500,KLINIK KASIH ANUGERAH (D/H HOSANA MEDIKA CIBARUSAH,JAWA BARAT,CIKARANG,Jl. Raya Serang-Cibarusah Kp.Bunisari Rt.07/04 Ds.Sukaragam Serang Baru,'021-89952612 / 89952605
1501,KLINIK CIKARANG MEDIKA JAYA,JAWA BARAT,CIKARANG,Jl. Yos Sudarso No.27,'021-8900129 / 89110303
1502,KLINIK SAPTA MITRA CIKARANG,JAWA BARAT,CIKARANG,Ruko Cikarang Central City. Blok H 29-30 Kel.Ciantra Kec.Cikarang Selatan Kab.Bekasi,'021-8975369
1503,RS ASRI MEDIKA,JAWA BARAT,CIKARANG,Jl. Citanduy Raya Blok L Ii No.1 Cikarang Utara,'021-89142968. 89142969-
1504,RS AMANDA CIKARANG UTARA,JAWA BARAT,CIKARANG,Jl. Raya Industri No.36.Cikarang Utara,'021- 8900277 / 89110011 / 89103177
1505,KLINIK BERKAT MELIMPAH JABABEKA,JAWA BARAT,CIKARANG,Jl.  Kawasan Industri I. Jababeka B8. Cikarang Utara,'021-8937941021-8937942
1506,RS HARAPAN KELUARGA,JAWA BARAT,CIKARANG,Jl.Kasuari Raya Kav.1a-1b. Kota Jababeka. Cikarang Baru,'021-89840745/0877 8475 5790
1507,RS PERMATA KELUARGA LIPPO CIKARANG,JAWA BARAT,CIKARANG,Jl. Mh.Thamrin Kavling 129  Lippo Cikarang,'021-8990 5588/ 8990 1927
1508,KLINIK ANNISA II (CIKARANG),JAWA BARAT,CIKARANG,Jl. Cibarusah Ruko Poin No.31 R Kompleks Ruko Point. Sukaresmi,'021-8976189
1509,KLINIK KEMALA MEDICAL CENTER,JAWA BARAT,CIKARANG,"JL.  TARUM BARAT 2, RUKO GRAND ARTHA NIAGA 2 BLOK O2 NO. 23 - 23A",021-29083377 - 29083376|
1510,KLINIK CIPTO,JAWA BARAT,CIKARANG,"JL. YOS SUDARSO NO.39 KARANGBARU, CIKARANG UTARA",(021) 89107031|
1511,OPTIK MELAWAI LIPPO CITY CIKARANG,JAWA BARAT,CIKARANG,Lippo City Cikarang LT. DASAR NO.49,021-8972541
1512,OPTIK SEIS MALL LIPPO CIKARANG,JAWA BARAT,CIKARANG,"LANTAI DASAR, LG 48 & 48B JL.  M.H. THAMRIN LIPPO CIKARANG BEKASI 17550",(021) 8974641|
1513,OPTIK INTERNASIONAL CIKARANG,JAWA BARAT,CIKARANG,RUKO PAVILIUN NIAGA JL. TARUM BARAT NO. BL. B2/ 7 JAYA MUKTI JABABEKA 2 CIKARANG BARU,021-89834498
1514,RB & KLINIK CENTRAL MEDIKA,JAWA BARAT,CIKARANG,"JL. PILAR - SUKATANI NO.84, SUKARAYA, KARANG BAHAGIA",021- 89111103|-
1515,KLINIK KF. CIBARUSAH,JAWA BARAT,CIKARANG,"Kp. Cikarang Cibarusah Jl. Raya Cibarusah RT 001/03, Sukaresmi",021-89914560|
1516,KLINIK KF. 0340 - CIKARANG,JAWA BARAT,CIKARANG,"Jl. Kasuari Raya Ruko Roxy Blok C No. 2-3, Desa Mekarmukti",021-89840904|
1517,LAB KF CIKARANG,JAWA BARAT,CIKARANG,Jl. Kasuari Raya Ruko Plaza Roxy Kawasan Industri Jababeka 2 Blok C 2-3,082117570760||
1518,RS MITRA KASIH,JAWA BARAT,CIMAHI,Jl.  Raya Cibabat No.341. Cimahi,'022-6654852.6652774.6654397
1519,RSU KASIH BUNDA,JAWA BARAT,CIMAHI,Jl. Mahar Martanegara No.166 Leuwigajah - Cimahi 40521,'022- 6614221/ 6630585
1520,PRODIA CIMAHI,JAWA BARAT,CIMAHI,Jl.  Jend. Amir Mahmud No. 523. Cimahi 40523,'(022) 6658125
1521,RS BAROS CIMAHI,JAWA BARAT,CIMAHI,"JL. BAROS NO.E46, BAROS, KEC. CIMAHI TENGAH",022-20670808|
1522,LAB PRAMITA CIMAHI,JAWA BARAT,CIMAHI,JL. AMIR MAHMUD NO.460 CIMAHI,022-87800636||
1523,RS DR.HAFIZ (RSDH) CIANJUR,JAWA BARAT,CIANJUR,Jl.  Pramuka No.15 Sukamulya. Karang Tengah,'0263-2910000
1524,OPTIK MELAWAI CIREMAI CIREBON,JAWA BARAT,CIREBON,"JL. CIREMAI RAYA NO 307, KEL. KECAPI. KEC. HARJAMUKTI, KOTA CIREBON",0815 1988 4916
1525,OPTIK MELAWAI TUPAREV CIREBON,JAWA BARAT,CIREBON,"JLN. TUPAREV NO 103 KEL. KERTAWINANGUN KEC. KEDAWUNG KAB. CIREBON  ,JAWA BARAT",0815 1927 8675
1526,RS PELABUHAN CIREBON,JAWA BARAT,CIREBON,Jl.  Sisingamangaraja. No.45,'0231-208948/208680 / 0231-2056570231-205657
1527,SILOAM HOSPITAL CIREBON (Hanya Berlaku Sistem Reimbursement),JAWA BARAT,CIREBON,Jl. Ciremai Raya No.114 .Perumnas,0231-207351/4990900/485654
1528,RS SUMBER KASIH,JAWA BARAT,CIREBON,Jl.  Siliwangi No.135,'0231-203815
1529,RSIA CAHAYA BUNDA,JAWA BARAT,CIREBON,Jl. Raya Perjuangan No.8 Kesambi Cirebon,'0231-83333/77/88 / 99
1530,RS SUMBER WARAS CIWARINGIN,JAWA BARAT,CIREBON,Jl. Urip Sumoharjo. No.5. Ciwaringin,'0231-342297/341079.3300888.341079-
1531,RS PERMATA CIREBON,JAWA BARAT,CIREBON,Jl. Tuparev No. 117 Kedawung. Kab. Cirebon,'(0231) 833 8877; 833 8899
1532,KLINIK FARMARIN CIREBON,JAWA BARAT,CIREBON,Jl. Kesambi Raya No. 92 A Cirebon,'0231-205792
1533,APOTEK FARMARIN CIREBON,JAWA BARAT,CIREBON,Jl.  Kesambi Raya No. 92 A,'08179416709
1534,RS MITRA PLUMBON,JAWA BARAT,CIREBON,Jl. Raya Plumbon. Km.11,'0231-324483/323100
1535,RS PERTAMINA CIREBON,JAWA BARAT,CIREBON,Jl. Patra Raya. Klayan,'0231-224646; 25121730231-224646
1536,PRODIA CIREBON,JAWA BARAT,CIREBON,Jl.  R.A. Kartini No. 32. Cirebon 45122,'(0231) 208989
1537,RSIA PANTI ABDI DHARMA,JAWA BARAT,CIREBON,"JL. PULASAREN NO.7 KASEPUHAN, LEMAHWUNGKUK",0231-203873 / 082119325004|
1538,OPTIK MELAWAI CIREBON SUPERBLOK,JAWA BARAT,CIREBON,"Cirebon Superblock GF No. 40, Jl. Cipto Mangunkusumo No. 26",0231-8291044
1539,OPTIK MELAWAI GRAGE MALL CIREBON,JAWA BARAT,CIREBON,"Grage Mall, Lt. Dasar No. L104-105, Jl. Tentara Pelajar, Kejaksaan, Cirebon - Jawa Barat",0231-242672
1540,OPTIK MELAWAI OPMEL CIREBON,JAWA BARAT,CIREBON,JL. KARANG GETAS BLOK C NO.8,0231-232267
1541,OPTIK SEIS CIREBON SUPERBLOCK,JAWA BARAT,CIREBON,GROUND FLOOR NO. 48 & 49 JL.  CIPTO MANGUNKUSUMO NO. 26 CIREBON 45131,(0231) 8291394|
1542,RS PASAR MINGGU CIREBON,JAWA BARAT,CIREBON,"JL. KI AGENG TEPAK, SEMPLO, PALIMANAN",0231-8826933|
1543,KLINIK JANTUNG HASNA MEDIKA KEDAWUNG,JAWA BARAT,CIREBON,"JL. IR.JUANDA RT.003/RW.001 KEDUNG UTER, DESA KEDAWUNG",0231-8815599||
1544,KLINIK PRATAMA PELABUHAN CIREBON,JAWA BARAT,CIREBON,JL. SISINGAMANGARAJA NO.16,081223415125||
1545,OPTIK SEIS GRAGE MALL,JAWA BARAT,CIREBON,"LANTAI F1 RT.020, JL. TENTARA PELAJAR NO.1, KOTA CIREBON",0231-223056|
1546,KLINIK KF. 0422 - SUMBER,JAWA BARAT,CIREBON,"Jl. R. Dewi Sartika No. 27, Tukmudal, Kec. Sumber",0231-325795|
1547,KLINIK KF. 0493 - GUNUNG JATI,JAWA BARAT,CIREBON,"Jl. Kesambi No. 169 B, Drajat, Kec. Kesambi",0231-8332074|
1548,KLINIK KF. 0531 - PERUMNAS,JAWA BARAT,CIREBON,"Jl. Ceremai Raya No. 275, Larangan, Kec. Harjamukti",0231-481958|
1549,LAB PRAMITA CIREBON,JAWA BARAT,CIREBON,JL. CIPTO MANGUNKUSUMO NO.95,0231-248879 / 248990||
1550,OPTIK TUNGGAL GRAGE MAL ( GRC ),JAWA BARAT,CIREBON,"JL. TENTARA PELAJAR NO. 1, CIREBON",0231-242 561||
1551,OPTIK TUNGGAL CIREBON SUPERBLOK ( CSB ),JAWA BARAT,CIREBON,"JL.DR.CIPTO MANGUNKUSUMO NO.26,CIREBON. 45131",0231-829 1105||
1552,Klinik Medikids by MHDC Wakaf Sawangan,JAWA BARAT,CIREBON,"Jl. Raya Muchtar No. 38 Bojongsari Lama, Bojongsari, Kota Depok, Jawa Barat",
1553,EKA HOSPITAL DEPOK,JAWA BARAT,DEPOK,"JL. MARGONDA RAYA NO. 222 A, KEMIRI MUKA, BEJI, KOTA DEPOK",021-1500-129
1554,KLINIK AUDY DENTAL SAWANGAN,JAWA BARAT,DEPOK,"SHILA SAWANGAN, SENOPATI BOULEVARD VASANTA, ECO TOWN BLOK D6 1-2, JL. RAYA BOJONGSARI NO.53",021-3970-2813
1555,RSU BHAKTI YUDHA,JAWA BARAT,DEPOK,Jl. Raya Sawangan No.24. Depok,'021-7520082
1556,OPTIK MELAWAI ECO TOWN SHILA SAWANGAN,JAWA BARAT,DEPOK,"ECO TOWN SHILA SAWANGAN, JL. RAYA BOJONGSARI NO. 18 BLOK D NO. 08 & 09, KEL. BOJONGSARI LAMA, KEC. BOJONGSARI, KOTA DEPOK, JAWA BARAT",0815-1987-7801
1557,KLINIK JAKARTA EYE CENTER (JEC) CINERE,JAWA BARAT,DEPOK,Jl. Cinere Raya No. 19 Rt.04 / Rw.08 Cinere,'(021) 7532373 / 29221000
1558,SILOAM HOSPITALS CINERE (Hanya Berlaku Sistem Reimbursement),JAWA BARAT,DEPOK,Jl. Maribaya No.1 Puri Cinere,'021-7545499
1559,RS TUGU IBU,JAWA BARAT,DEPOK,Jl.  Raya Bogor. Km.29. Cimanggis - Depok,'021-8710870/021-8718634/33
1560,RS PERMATA DEPOK,JAWA BARAT,DEPOK,Jl.  Raya Muchtar No. 22 Sawangan Depok,'021-29669000
1561,KLINIK UTAMA RAWAT INAP NAURA MEDIKA,JAWA BARAT,DEPOK,Jl.  Kemakmuran Raya No 37 Depok Ii,'021-77827515
1562,RSIA BUNDA ALIYAH DEPOK,JAWA BARAT,DEPOK,Jl. Kartini No.2 Pancoran Mas,'021-77803600
1563,RSIA BRAWIJAYA HOSPITAL SAWANGAN,JAWA BARAT,DEPOK,Jl. Raya Ciputat Parung. Bojongsari. Sawangan,'021-29836512
1564,RS MITRA KELUARGA DEPOK,JAWA BARAT,DEPOK,Jl. Margonda Raya. Pancoran Mas,'021-77210700
1565,RS SIMPANGAN DEPOK,JAWA BARAT,DEPOK,Jl. Raya Bogor Km.36. Sidamukti Sukamaju. Cilodong,'021-8741549
1566,RSIA TUMBUH KEMBANG,JAWA BARAT,DEPOK,Jl. Raya Bogor. Km.31. No.23. Cimanggis,'021-8701873-74 / 021-8712300
1567,RS CITRA MEDIKA DEPOK,JAWA BARAT,DEPOK,Jl.  Raya Kali Mulya No.68 Kota Kembang. Cilodong,'021-29671000/5000/7000
1568,APOTEK FARMARIN V DEPOK,JAWA BARAT,DEPOK,Jl. Arif Rahman Hakim Simpang Tiga Margonda No.7 Depok. Pancoran Mas,'021-7757117
1569,RS HERMINA DEPOK,JAWA BARAT,DEPOK,Jl.  Raya Siliwangi. No.50. Pancoran Mas,'021-77202525
1570,RSIA ASYIFA DEPOK,JAWA BARAT,DEPOK,Jl. Cinere Depok No 9 Rangkapan Jaya Baru. Pancoran Mas,'021-77883905/77885454
1571,AUDY DENTAL DEPOK,JAWA BARAT,DEPOK,"JL. KOMJEN POL JASIN NO. 45 B TUGU, CIMANGGIS, DEPOK",021 - 84050925
1572,RS BUNDA MARGONDA,JAWA BARAT,DEPOK,Jl. Margonda Raya No.28 Pondok Cina,021- 78890551 / 29416060
1573,RS HASANAH GRAHA AFIAH,JAWA BARAT,DEPOK,Jl.  Raden Saleh No.42 Depok,'021-77826267/ 77826276
1574,RS GRHA PERMATA IBU,JAWA BARAT,DEPOK,Jl.  Kh. M. Usman No.168 Kukusan Beji,'021-7778899-
1575,RS MEILIA,JAWA BARAT,DEPOK,Jl. Alternatif Cibubur Km.1 Cimanggis,'021-8444444.84598954-
1576,RB & KLINIK PRIMA HUSADA CINERE,JAWA BARAT,DEPOK,Jl. Cinere Raya Blok F1 No.1 Cinere,'021-7546263/ 7540062 / 7547382
1577,RS SENTRA MEDIKA DEPOK,JAWA BARAT,DEPOK,Jl.   Raya Bogor Km.33 Cisalak - Depok,'021-874 3790
1578,RS PURI CINERE,JAWA BARAT,DEPOK,Jl. Maribaya Blok F2. No.10. Puri Cinere,'021-7545488
1579,AUDY DENTAL CINERE,JAWA BARAT,DEPOK,"Jl. Cinere Raya No. 3D, Depok - Jawa Barat.",0811-1986-820
1580,KLINIK SPESIALIS MATA SMEC DEPOK,JAWA BARAT,DEPOK,"JL. TOLE ISKANDAR NO.101, RT001/021, DEPOK, JAWA BARAT",021-27612457
1581,MEDIKIDS BY MHDC WAKAF DEPOK,JAWA BARAT,DEPOK,"MALL PESONA SQUARE LANTAI 3, L3-1,2,3 JL. IR. JUANDA NO.99, BAKTI JAYA, SUKMAJAYA",021-77817199
1582,KLINIK PRODIA DEPOK,JAWA BARAT,DEPOK,Jl. Margonda Raya No.283a-B Rt.001/Rw.012 Kemiri Muka. Beji,'(021) 7751178. 7751826
1583,KLINIK PRODIA CIBUBUR,JAWA BARAT,DEPOK,Jl. Alternatif Cibubur Cileungsi  No.8 C-D,'(021)  84598650. 84590656
1584,OPTIK MELAWAI SAWANGAN DEPOK,JAWA BARAT,DEPOK,"JL. RAYA SAWANGAN NO. 02, 03 KEL. RANGKAPAN JAYA, KEC. PANCORAN MAS, KOTA DEPOK, JAWA BARAT",0815 1987 6865
1585,OPTIK MELAWAI CINERE MALL,JAWA BARAT,DEPOK,Mall Cinere Lantai dasar No. 36,021-7545045
1586,OPTIK MELAWAI CINERE - RUKO CINERE DEPOK,JAWA BARAT,DEPOK,"Jl. Cinere Raya Blok OA No. 20, Cinere, Depok - Jawa Barat",021-7533615
1587,OPTIK MELAWAI DEPOK MALL,JAWA BARAT,DEPOK,"Depok Mall Lt. Dasar G, Jl. Margonda Raya No. 12 A, Kemiri Muka, Beji - Depok",021-77202966
1588,OPTIK MELAWAI MARGO CITY,JAWA BARAT,DEPOK,"Margocity Lt. 1, No. 49, Jl. Margonda Raya No. 358, Beji - Depok",021-78870875
1589,OPTIK MELAWAI MARGONDA DEPOK,JAWA BARAT,DEPOK,"Jl. Margonda Raya No. 192, Depok, Pancoran Mas",021-77212136
1590,OPTIK MELAWAI PARK SAWANGAN DEPOK,JAWA BARAT,DEPOK,"THE PARK SAWANGAN, JL. RAYA PARUNG - CIPUTAT NO.1 SERUA, BOJONGSARI",081510623840
1591,OPTIK MELAWAI PESONA SQUARE,JAWA BARAT,DEPOK,"Pesona Square Depok  UG - 9, Sukmajaya, Depok - Jawa Barat",021-77817230
1592,NIRMALA DENTAL,JAWA BARAT,DEPOK,"JL. MARGONDA RAYA NO.492A PONDOK CINA, BEJI",021-7873877
1593,OPTIK SEIS PESONA SQUARE DEPOK,JAWA BARAT,DEPOK,"PESONA SQUARE DEPOK UPPER GROUND NO. UG-11, JL. IR. JUANDA NO. 99",021-77817235|
1594,OPTIK SEIS TRANS STUDIO CIBUBUR,JAWA BARAT,DEPOK,"JL. ALTERNATIF CIBUBUR NO.230, HARJAMUKTI, KEC. CIMANGGIS",021-39715667|
1595,OPTIK SEIS MAL CINERE,JAWA BARAT,DEPOK,"LANTAI I NO. 12 JL.  RAYA CINERE NO. 1, SAWANGAN",(021) 7545164|
1596,OPTIK SEIS MARGO CITY SQUARE,JAWA BARAT,DEPOK,FIRS. T FLOOR UNIT FL1 - 40 JL.  MARGONDA RAYA NO. 358,(021) 78870881|
1597,OPTIK SEIS CINERE BELLEVUE,JAWA BARAT,DEPOK,"JL.  TELAGA WARNA, CINERE, DEPOK",021-29403885|
1598,OPTIK INTERNASIONAL DEPOK 1,JAWA BARAT,DEPOK,ITC DEPOK JL. MARGONDA RAYA NO.55-56 LT.GROUND BLOK B,021-7755717
1599,OPTIK INTERNASIONAL DEPOK 3,JAWA BARAT,DEPOK,DEPOK TOWN SQUARE (DETOS) LT.GROUND B2 JL. RAYA MUCHTAR NO. SAWANGAN,021-77887699
1600,OPTIK INTERNASIONAL CINERE,JAWA BARAT,DEPOK,RUKO PASAR SEGAR CINERE BLOK RA NO.07 JL. CINERE RAYA DEPOK,021-7530955
1601,RS UNIVERSITAS INDONESIA,JAWA BARAT,DEPOK,"JL. PROFESOR DR. BAHDER DJOHAN, KAMPUS UI DEPOK",(021) 50829292|
1602,OPTIK SEIS OWNDAYS TRANS CIBUBUR,JAWA BARAT,DEPOK,"TRANS STUDIO CIBUBUR 1 NO. 63. JALAN ALTERNATIF CIBUBUR NO. 230, HARJAMUKTI, CIMANGGIS",021-39715547|
1603,OPTIK SEIS THE PARK SAWANGAN,JAWA BARAT,DEPOK,THE PARK SAWANGAN LT.1 UNIT 1-0280 JL. RAYA PARUNG-CIPUTAT NO.1 DEPOK,021-7479-0789|
1604,KLINIK DAMESSA FAMILY DENTAL CARE,JAWA BARAT,DEPOK,"JL. RAYA LEUWINANGGUNG NO.88, TAPOS",021-83404576||
1605,FDC DENTAL CLINIC (DEPOK),JAWA BARAT,DEPOK,"JL. KARTINI, RUKO NO. 1E, DEPOK, KEC. PANCORAN MAS, KOTA DEPOK",021-77805402||
1606,CLING DENTAL CLINIC,JAWA BARAT,DEPOK,"RUKO PURI NIAGA, BLOK NC, JL. CINERE RAYA NO.12A, CINERE, KEC. CINERE",0821-1302-3723|
1607,KLINIK KF. 0352 - MARGONDA,JAWA BARAT,DEPOK,"Jl. Margonda Raya No. 326, Kel. Kemiri Muka, Kec. Beji",021-78884611|
1608,KLINIK KF. RATU JAYA,JAWA BARAT,DEPOK,"Jl. Raya Ratu Jaya RT 01/04, Cipayung",021-78520718|
1609,KLINIK KF. ADELINA TANAH BARU,JAWA BARAT,DEPOK,"Perumahan Exc Tanah Baru Ruko No. 2, Tanah Baru, Beji",021-77218430|
1610,KLINIK KF. 0143 - MARGONDA II,JAWA BARAT,DEPOK,"Jl. Margonda Raya No 154, Kel. Kemiri Muka, Kec. Beji",021-7522997|
1611,KLINIK KF. ADELINA SAWANGAN,JAWA BARAT,DEPOK,"Jl. H. Sulaiman No. 1-2 RT 001/006, Bedahan, Sawangan",021-29219940|
1612,KLINIK KF. PONDOK DUTA,JAWA BARAT,DEPOK,"Jl. Pondok Duta Raya RT 005/1, Tugu, Kec. Cimanggis",021-87722808|
1613,KLINIK KF. 0568 - BOJONG SARI,JAWA BARAT,DEPOK,"Jl. Raya Parung KM 1 RT 01/10, Bojongsari Lama, Kec. Bojongsari",0251-8617714|
1614,KLINIK KF. 0391 - KEMAKMURAN,JAWA BARAT,DEPOK,"Jl. Kemakmuran Raya No. 8, Mekarjaya - Sukmajaya",021-77833558|
1615,PRIMAYA HOSPITAL DEPOK,JAWA BARAT,DEPOK,"Jl. H. Dimun Raya, RT.001/RW.024, Sukamaju, Kec. Cilodong, Depok - Jawa Barat",021-77848000
1616,HELIX KLINIK & LABORATORIUM CAB. RTM,JAWA BARAT,DEPOK,"JL. RTM NO.13, RW.10, TUGU, KEC. CIMANGGIS",0811-9562-268|
1617,HELIX KLINIK & LABORATORIUM CAB. KARTINI,JAWA BARAT,DEPOK,"JL. KARTINI NO.39, RT.003/RW.002, DEPOK, KEC. PANCORAN MAS",0812-9594-761|
1618,OPTIK SATURDAYS MARGO CITY,JAWA BARAT,DEPOK,"1 - 64A-66B, MARGO CITY, JL. MARGONDA RAYA NO.358, KEMIRI MUKA, KECAMATAN BEJI",0877-4955-2510
1619,OPTIK SATURDAYS TSM CIBUBUR,JAWA BARAT,DEPOK,"TRANS STUDIO MALL CIBUBUR, UNIT F1-51, JL. ALTERNATIF CIBUBUR NO.230, KEL. HARJAMUKTI, KEC. CIMANGGIS",0877-4955-2528
1620,OPTIK TUNGGAL THE PARK SAWANGAN,JAWA BARAT,DEPOK,"JL. CINANGKA RAYA Lt. GF G-0430, SERUA, BOJONGSARI",0811-1252-7395|
1621,OPTIK TUNGGAL CIMANGGIS SQUARE (CSQ),JAWA BARAT,DEPOK,"JL.RAYA BOGOR KM.29 KEL.MEKARSARI, KEC.CIMANGGIS DEPOK",021-2938 4587||
1622,OPTIK TUNGGAL MARGO CITY DEPOK (MCD),JAWA BARAT,DEPOK,JL. MARGONDA RAYA NO. 358 DEPOK,021-290 49234||
1623,OPTIK TUNGGAL CINERE BELLEVUE MALL,JAWA BARAT,DEPOK,"JL. CINERE RAYA KEL. PANGKALAN JATI, KEC.CINERE DEPOK.16513",021-29403 886||
1624,OPTIK TUNGGAL PESONA SQUARE KHAYANGAN MALL DEPOK,JAWA BARAT,DEPOK,"JL. IR. H. JUANDA NO. 99, BAKTI JAYA SUKMAJAYA, DEPOK, JABAR",021-7781 7146||
1625,OPTIK TUNGGAL TRANS STUDIO CIBUBUR (TSC),JAWA BARAT,DEPOK,"TRANS STUDIO CIBUBUR LT.1 NO.62 JL. ALTERNATIF CIBUBUR NO.230 HARJAMUKTI, CIMANGGIS",021-39715540||
1626,KLINIK SAWANGAN MEDIKA,JAWA BARAT,DEPOK,"Jl. Raya Sawangan RT. 03 RW. 01 Mampang Pancoran Mas , Depok",021-29315685/081285902792
1627,KLINIK TOLE MEDIKA,JAWA BARAT,DEPOK,"Jl. Tole Iskandar No. 19 B RT. 03 RW. 02, Depok",021-77836903/082178137899
1628,KLINIK GRAHA MEDIKA CILODONG,JAWA BARAT,DEPOK,Jl. Bendungan RT. 01 RW. 02 Cilodong - Depok,082138605055/021 876 0138
1629,KLINIK MEDIKA DEPOK,JAWA BARAT,DEPOK,"Jl. Tole Iskandar No. 3 , Depok",021 7710 496/081246529620
1630,KLINIK PERTIWI MEDIKA (JMC GROUP),JAWA BARAT,DEPOK,JL. RAYA BOGOR KM.30 RT 001/ RW 006,021-8791-3327|
1631,KLINIK TIRTA HUSADA DEPOK,JAWA BARAT,DEPOK,"JL. RAYA KSU NO.7, TIRTAJAYA, KEC. SUKMAJAYA, KOTA DEPOK",021-7703493|
1632,DOKTER ANGGI DENTAL CLINIC - DEPOK,JAWA BARAT,DEPOK,"JL. KOMJEN POL.M JASIN NO.59 KELAPA DUA, CIMANGGIS",021-22867343||
1633,KF T ISKANDAR,JAWA BARAT,DEPOK,"JL. TOLE ISKANDAR NO.17- SUKMAJAYA, DEPOK",021-7701673/0895385126961||
1634,KF CIBUBUR TRANSYOGI,JAWA BARAT,DEPOK,"JL. TRANSYOGI NO 98, HARJAMUKTI, CIMANGGIS, DEPOK, JAWA BARAT",021-84306298||
1635,KLINIK KF.0456 - Cinere,JAWA BARAT,DEPOK,"JL. LIMO RAYA NO.101 A-B, LIMO, KEC. LIMO, KOTA DEPOK, JAWA BARAT",021-29081188
1636,OPTIK MELAWAI RUKO VERBENA GRAND DEPOK CITY,JAWA BARAT,DEPOK,"RUKO VERBENA BLOK G NO. 1, JLN BOULEVARD GRAND DEPOK CITY  KEL. TIRTAJAYA KEC. SUKMAJAYA",0815 1944 5090
1637,BETHESDA MEDICAL CENTRE GARUT,JAWA BARAT,GARUT,Jl. Ciwalen No.43,'0262-242663.238735 (0262) 2244466
1638,RS INTAN HUSADA GARUT,JAWA BARAT,GARUT,Jl. Mayor Suherman No.72 Rt.05/Rw.05 Tarogong,'0262-224 7769
1639,LAB PRODIA GARUT,JAWA BARAT,GARUT,Jl. Raya Samarang No. 104. Tarogong Garut,'0262-2246204
1640,RS NURHAYATI,JAWA BARAT,GARUT,JL.  SUDIRMAN NO. 6 GARUT,0262-238966||
1641,KLINIK KF. 0377 - CIMANUK,JAWA BARAT,GARUT,"Jl. Cimanuk No. 11A, Kel Peminggir Kec. Garut",0262-233237||
1642,KLINIK KF. LELES GARUT,JAWA BARAT,GARUT,"Jl. Raya Leles No. 39, Kec. Leles",0262-2457128|
1643,LAB KF GARUT,JAWA BARAT,GARUT,JL. KABUPATEN NO.01 KELURAHAN PAMINGGIR GARUT,0262-540077||
1644,RS MEDINA GARUT,JAWA BARAT,GARUT,JL. RAYA WANARAJA N0.500 RT 004 RW 008 DESA CINUNUK KEC. WANARAJA,0262-2448804|
1645,OPTIK MELAWAI RUKO A. YANI GARUT,JAWA BARAT,GARUT,JL. A. YANI NO. 177 & 179 KEL CIWALEN KEC GARUT KOTA,081510465176
1646,OPTIK SEIS CITY PLAZA GARUT,JAWA BARAT,GARUT,Muhammadiyah Purworejo,0262-5709016
1647,KLINIK KF.0606 - BANJAR,JAWA BARAT,BANJAR,"JL. BADAN KEAMANAN RAKYAT NO.5, MEKARSARI, BANJAR, KOTA BANJAR",0265-742180|
1648,OPTIK MELAWAI KERTABUMI KARAWANG,JAWA BARAT,KARAWANG,"RUKO PAVILION KOTA KERTABUMI BLOK A-19 & 20, JL. KERTABUMI KARANG INDAH, KEL. KARAWANG KULON, KEC. KARAWANG BARAT, KAB. KARAWANG, PROVINSI JAWA BARAT",0815 1989 6315
1649,KLINIK ASSALAM,JAWA BARAT,KARAWANG,Jl. Prapatan Pancawati Kp.Dapur Areng. Desa Cengkong. Purwasari,'0267-7303303
1650,KLINIK GRAHA MEDIS KOSAMBI,JAWA BARAT,KARAWANG,Jl. Raya Kosambi. No.23. Duren Klari. Karawang Timur,'0267-435527 / 0264-310101
