nama_rumah_sakit,alamat,telp,text
RS AWAL BROS A. YANI,"JL JEND A YANI NO 73, PEKANBARU",(0761)21000,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik
KLINIK UTAMA GERIATRI WIJAYAKUSUMA,"JL.DR.SEMERU NO.43-45, BOGOR",(0251)7568397,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GET HEALTHY CLINIC,"RUKAN SIXTH AVENUE BLOK J, CITRAGARDEN KALIDERES, JAKARTA BARAT",(021)29030041,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GIORDANO,"CITRA INDAH BUKIT EDEL WEIS, BLOK BB/II RT/RW 010/009, BOGOR",(0813)81721335,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSIA GIZAR,"JL VILLA MUTIARA CIKARANG 1, RUKO PASADENA BLOK RA NO 3,5,6, KABUPATEN BEKASI",(021)89677240,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
"GRAHA BINA HUSADA, RB & BP","JL. INDUSTRI IA BLOK NN NO.3A, PASIRSARI, CIKARANG SELATAN, BEKASI",(021)89836243,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRAHA JUANDA,"JL. IR. H. JUANDA NO. 326, BEKASI",(021)8811832,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRAHA MEDIKA BANYUWANGI,"DUSUN SIDOREJO WETAN, RT001/001 DS YOSOMULYO, BANYUWANGI",(0333)848999,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRAHA MEDIKA BOGOR,"JL KH ABDULLAH BIN NUH NO.2, CILENDEK BARAT, BOGOR",(2518)367170,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GRAHA MEDIKA WARU,"JL.BERINGJEN KATAMSO NO.07, WARU, SIDOARJO",(031)8554910,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GRAHA MEDIS CIKAMPEK,"JL AHMAD YANI NO 51, KARAWANG",(026)4310101,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GRAHA MEDIS CILAMAYA,"JL RAYA CILAMAYA, KARAWANG",(0264)340202,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK GRAHA MEDIS KOSAMBI,"JL RAYA KLARI KOSAMBI NO 23, DUREN KLARI, KARAWANG",(0267)435527,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN KARAWANG | - | Rawat_Jalan | Rawat_Gigi | Optik
RS GRAHA SEHAT MEDIKA PASURUAN,"JL AHMAD YANI NO.15, KEL. KARANGKETUG, GADINGREJO, PASURUAN",(0343)5611000,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA PASURUAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRESTELINA,"LETJEN.HERTASNING RAYA NO.51, MAKASSAR",(0411)448852,Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRHA HUSADA,"JL PADI NO 3, PERUM PT PETROKIMIA, GRESIK",(0313)984465,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRHA PERMATA IBU,"JL KH M. USMAN NO 168, KUKUSAN - BEJI, DEPOK",(021)7778899,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS GRIYA HUSADA MADIUN,"JL MAYJEND PANJAITAN NO 22, BANDAREJO, MADIUN",(0351)472801,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MADIUN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MADIUN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MADIUN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HAJI JAKARTA,"JL. RAYA PONDOK GEDE, JAKARTA TIMUR",(021)8000693,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RSU HANDAYANI,"JL SOEKARNO HATTA NO 94, KOTABUMI, LAMPUNG UTARA",(0724)328399,Global Excel Indonesia | Individu | Cashless | LAMPUNG | KABUPATEN LAMPUNG UTARA | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | LAMPUNG | KABUPATEN LAMPUNG UTARA | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | LAMPUNG | KABUPATEN LAMPUNG UTARA | Rawat_Inap | Rawat_Jalan | - | Optik
KLINIK HANDIL,"JL. MOH. HATTA NO.29 RT 22,, HANDIL III MUARA JAWA,, KUTAI KARTANEGARA",(0541)691180,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI KARTANEGARA | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI KARTANEGARA | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI KARTANEGARA | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK HAPPY DENTAL BAYWALK,"MALL BAY WALK LT. 4 UNIT 22B, JL. PLUIT KARANG AYU BLOK B.1, JAKARTA UTARA",(021)5605409,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | - | Rawat_Gigi | Optik
KLINIK HAPPY DENTAL GREEN PRAMUKA SQUARE,"GREEN PRAMUKA SQUARE LT. LG, JL. JEND AHMAD YANI KAV. 49, JAKARTA PUSAT",(021)29022595,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | - | Rawat_Gigi | Optik
KLINIK HAPPY DENTAL MALL CIPUTRA,"MALL CIPUTRA JAKARTA LT.4/29, JL LETJENT S PARMAN, JAKARTA BARAT",(021)5605409,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik
KLINIK HAPPY DENTAL ONE BELLPARK MALL,"ONE BELLPARK MALL, JL RS FATMAWATI RAYA, CILANDAK, JAKARTA SELATAN",(021)22764959,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | - | Rawat_Gigi | Optik
KLINIK HAPPY DENTAL PURI INDAH MALL,"PURI INDAH MALL LT LG 19, JL PURI AGUNG NO 1, KEMBANGAN, JAKARTA BARAT",(081)211022287,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | - | - | Rawat_Gigi | Optik
RSIA HARAPAN BUNDA BANDUNG,"JL PLUTO RAYA BLOK C, MARGAHAYU RAYA, BANDUNG",(0227)506490,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HARAPAN BUNDA JAKARTA,"JL RAYA BOGOR KM 22 NO 44, JAKARTA TIMUR",(021)8400257,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RSIA HARAPAN MEDIKA UJUNG BATU,"JALAN JEND. SUDIRMAN, SIMP. NGASO NO.265, UJUNG BATU, ROKAN HULU",(0823)85944569,Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HULU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HULU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HULU | Rawat_Inap | Rawat_Jalan | - | Optik
RS HARAPAN SEHATI BOGOR,"JL.RAYA TEGAR BERIMAN NO.9F,, BOJONG BARU, BOJONG GEDE, BOGOR",(021)87972380,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK HARAPAN SEHAT II,"RUKO TELAGA HARAPAN BLOK F, NO.16, PERUM. TELAGA HARAPAN, BEKASI",(021)8904519,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
"HARAPAN SEHAT I, KLINIK & RB","JL. TEUKU UMAR KAV 33-34, DESA CIBUNTU, KEC.CIBITUNG, BEKASI",(021)88336674,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HARUM SISMA MEDIKA,"JL. INSPEKSI SALURAN, TARUM BARAT KALIMALANG, JAKARTA TIMUR",(021)8617212,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
RS HASANAH GRAHA AFIAH,"JL. RADEN SALEH NO. 42, DEPOK",(021)77826267,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HELSA CITEUREUP (D/H PERMATA PERTIWI),"JL MAYOR OKING JAYA ATMAJA, NO 92A CITEUREUP, BOGOR",(021)8755433,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
"HELSA JATIRAHAYU, RS (EX PERSADA MEDIKA)","JL. RAYA HANKAM NO. 17, JATI RAHAYU, BEKASI",(021)8462565,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA BITUNG,"JL RAYA SERANG KM 10, POS BITUNG CURUG, TANGERANG",(021)59497525,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA CIAWI,"JL. KAMPUNG GADOG, PANDANSARI, CIAWI, BOGOR",(0251)8407575,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA CIBITUNG,"PERUM METLAND,, DESA TELAGA MURNI,, BEKASI",(021)88362626,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA CILEDUG,"JL. CIPTO MANGUNKUSUMO NO.3, KEL. SUDIMARA TIMUR, CILEDUG, TANGERANG",(021)73454951,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA CILEGON,"KAWASAN PT. BONAULI REAL ESTAT, JL. S.A TIRTAYASA; KEL. MASIGI, CILEGON",(0254)8572525,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HERMINA PERIUK TANGERANG,"JL MOH TOHA KP. NAGRAK RT.004, KEL. PERIUK. KEC. PERIUK, TANGERANG",(021)29432525,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS HIKMAH,"JL. YOSEF LATUMAHINA NO.1, MAKASSAR",(0411)835201,Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | - | Optik
RS HOSANA MEDICA LIPPO CIKARANG,"JALAN UTAMA BIIE NO. 1, LIPPO CIKARANG, KABUPATEN BEKASI",(021)89835223,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS IBUNDA BAGAN BATU,"JL LINTAS RIAU KM4, ROKAN HILIR, BAGAN BATU, BAGAN SINEMBAH",(0765)5650129,Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KABUPATEN ROKAN HILIR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK IKHLAS MEDIKA II,"JL. RAYA SERANG - JAKARTA KM.4, PAKUPATAN, SERANG",(0254)284937,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK IKHLAS MEDIKA I,"KOMP. BUMI AGUNG PERMAI 1 D1, NO. 6, SERANG",(0254)7911345,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | - | Rawat_Jalan | - | Optik
KLINIK IKHLAS MEDIKA IV,"JL RAYA PCI BLOK A19-10, CILEGON",(0254)395900,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | Rawat_Gigi | Optik
RSIA ILANUR,"JL. RAYA SERANG KM 24 NO 1, BALARAJA, TANGERANG",(021)5953241,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS IMELDA,"JL. BILAL NO. 24, PULO BRAYAN, DARAT I, MEDAN",(061)6610072,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | - | Optik
