Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
842,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)8507401,"JL PISANGAN BARU III NO 210, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KELUARGA YAYASAN KUSUMA BUANA,
843,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7890979,"JL AMPERA RAYA NO 18, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KEMANG MEDIKA,
844,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN INDRAMAYU,(032)1362522,"JL. CIPEDANG LASDAM NO.1A, MENTENG,, INDRAMAYU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  KEMLAGI MEDIKA,
845,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(031)8498880,"JL KENDANGSARI 78, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KENCANA MEDIKA,
846,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)59350085,"JL RAYA RAJEG, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KERTA BAKTI,
847,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(0882)14171907,"PERUM TAMAN WALET BLOK GWB, 3/1 KEL SIDANGSARI PASARKEMIS, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KERTA BAKTI 2 PASARKEMIS,
848,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN MAJALENGKA,(0233)8281130,"JL.RAYA KERTAJATI JATITUJUH, DUSUN CUYU DESA KERTAJATI, MAJALENGKA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KERTAJATI MEDIKA,
849,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0341)4345510,"JL KALPATARU 39, MALANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KESEHATAN ARGARAYA MEDIKA,
850,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT,(0532)23935,"JL ISKANDAR NO 12A, PANGKALAN BUN, KALIMANTAN TENGAH
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KESEHATAN KESUMA,
851,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(063)47366162,"JL SUPRAPTO NO 35, PADANGSIDIMPUAN, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KHANZA,
852,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA SERANG,(21-9)1263025,"PERUM KOTA SERANG BARUBLOK, B 72 NO 25-26, CIKARANG , CIKARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KHANZA MEDIKA,
853,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)95402323,"JL ASRI NO 1 KOMODOR, HALIM, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KHARISMA,
854,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(026)7437143,"JL RAYA KOSAMBI CURUG NO 21, BABAKAN NGANTAY, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  KHITAN BABAKAN NGANTAY,
855,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0616)614115,"KOMP. MMTC BLOK A NO 37, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KHUSUS MATA SPEC,
856,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)540778,"JL PATTIMURA NO 6 KOTABARU, YOGYAKARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KHUSUS ONKOLOGI KOTABARU,
857,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(0267)482290,"JL RAYA RENGASDENGKLOK NO 25, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDANG RANGGA,
858,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)6452121,"JL GRIYA UTAMA SUNTER AGUNG, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDDIE CARE CENTRE,
859,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)6452121,"BROOKLYN PREMIUM OFFICE, BLOK B NO.8Q, TANGSEL, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDDIE CARE TANGERANG SELATAN,
860,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)8295686,"JL ASEM BARIS RAYA NO 1, KEBON BARU TEBET, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDDOZZ DENTAL CARE,
861,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(2153)160431,"RUKO GOLDEN MADRID 1 BLOK B NO, TANGERANG
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDZ DENTAL CARE AND ORTHODONTIC BSD,
862,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)58351000,"JL KEMBANG INDAH 3 G3/13, KEMBANGAN SELATAN, PURI INDAH, JAKARTA BARAT
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIDZ DENTAL CARE & ORTHODONTIC,
863,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(0254)392278,"JL. SA TIRTAYASA NO.12 C, CILEGON",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIMIA FARMA 140 SIMPANG CILEGON,
864,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(0254)8370637,"JL. DI PANDJAITAN, CILEGON",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIMIA FARMA CILEGON DI PANDJAITAN,
865,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA BALIKPAPAN,(0542)963962,"JL MT HARYONO NO 72, BALIKPAPAN, KALIMANTAN TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KIMIA FARMA NO 136 DAM BALIKPAPAN,
866,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(2177)202381,"JALAN RAYA GROGOL RT 06/RW 01, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KITA,
867,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)29415300,"GRAND ARIES NIAGA BLOK E1, NO 1M-N JL TAMAN ARIES, JAKARTA BARAT",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KL,
868,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(3156)77562,"JL. CILIWUNG NO.26, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KLINIK SPESIALIS RSK. ST VINCENTIUS A PA,
869,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA BALIKPAPAN,(542-)770846,"JL. MULAWARMAN NO. 24RT, 7 MANGGAR BARU BALIKPAPAN, KALIMANTAN TI, BALIKPAPAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KMU SETIARA,
870,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)84307844,"JL RAYA MUNJUL NO 55, CIPAYUNG, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KORONKA MEDIKA,
871,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)7760277,"JL BLOK RAMBUTAN, JEMBATAN SERONG, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KPRJ CITAMA JEMBATAN SERONG,
872,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA SAMARINDA,(0541)735602,"JL. P.ANTASARI NO.33 B / RT.02, KEL.AIR PUTIH, SAMARINDA ULI, SAMARINDA",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KUMALA SAMARINDA,
873,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)77203440,"JL DEWI SARTIKA NO 48, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  KURI BAHAR MEDIKA,
874,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(21-5)41 9747,"JL. PETA SELATAN, NO.50,      , JAKARTA BARAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KUSUMA I,
875,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(0267)30424007,"THE MANOR OFFICE PARK 2 LT2, JL SURYA UTAMA KAV C1, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KYOAI MEDICAL SERVICES,
876,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(021)74711287,"JL KUBIS III NO 9A PONDOK CABE, PAMULANG, TANGERANG SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABID,
877,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0224)209955,"JL NARIPAN 41, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM BIOTEST BANDUNG,
878,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)6622611,"JL PLUIT SAKTI RAYA 25, PLUIT, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM BIOTEST PLUIT,
879,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(031)7322916,"JL BUKIT DARMO BOULEVARD, BLOK B2 NO 26-27, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM BIOTEST SURABAYA,
880,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)45840492,"JL BOULEVARD RAYA BLOK FV I/18, KELAPA GADING, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM GUNUNG SAHARI,
881,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(0243)563075,"JALAN KARTINI NO 30, SEMARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM IDEAL,
882,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(0318)701769,"JL RAYA RUNGKUT ASRI XII NO 15, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM LARISSA,
883,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0341)391800,"JL RAYA JATIKERTO NO 78, MALANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM RAMDANI HUSADA,
884,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA SUKABUMI,(0266)221230,"JL SURYAKENCANA NO 4, SUKABUMI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM VITA MEDIKA,
885,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)6332852,"JL KH ZAINUL ARIFIN NO 59 GHI, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LABORATORIUM WIRA,
886,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(2148)679041,"JL WIJAYA 1 NO 73, KEBAYORAN BARU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LIFITA,
887,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)7788674,"JL MERUYUNG RAYA NO 70, PANCORAN MAS, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LIMO MEDICARE ,
888,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(2189)830423,"PS GOMBONG 12/06 MEKARMUKTI, CIKARANG UTARA BEKASI, BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LINA ASEP,
889,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)5346828,"PERMATA HIJAU BLOK D/13, JL. NIKEL, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK LINGGO GITOHUSODO,
890,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)8717505,"JL CIBUBUR II NO 84, CIBUBUR, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MADINA ROSE MEDICA,
891,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN PAMEKASAN,(032)4336313,"JL RAYA KANGENAN NO 66, PEMEKASAN, MADURA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  MADURA SPESIALIS,
892,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(8138)0751331,"JL. TERNATE NO.17, JAKARTA PUSAT, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MAJJA KLINIK FERTILITAS ENDOKRIN REPRODU,
893,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA,(0541)691891,"JL. MOCH HATTA HANDIL III, MUARA JAWA, KUTAI KARTANEGARA, KUTAI KARTANEGARA",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MAJU SEJAHTERA,
894,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)22154037,"PERUM MUTIARA BEKASI JAYA, BLOK A2 NO 16 SINDANG MULYA, BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANAMI MEDIKA,
895,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(8577)3275053,"JLN. KH. HASYIM ASHARI NO.15, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANDA DENTAL,
896,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(21-8)97 4883,"PERUM VILLA MUTIARA CIKARANGBLOK, R 26-27 CIKARANG SELATAN  , BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANDIRI,
897,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KABUPATEN KOTABARU,(082)15136470,"JL RAYA STAGEN DESA SEI TAIB, RT.05 NO.1 KOMP. PURNAMA INDAH, KOTABARU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANDIRI HEALTHY CARE,
898,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(2175)44332,"JL MANGGIS RAYA NO 4 CINERE, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANGGIS,
899,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KABUPATEN BADUNG,(0361)754748,"KOMP. RUKO NUSA INDAH, JL. RAYA KUTA TUBAN, KUTA, BADUNG",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MANUABA,
900,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(0248)456854,"JL KEDUNG MUNDU NO 11-11A, SEMARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MARDI MULYA KEDUNG,
901,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7505968,"JL MARGASATWA RAYA NO 25A, PONDOK LABU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MARGASATWA DENTAL CENTER,
902,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KOTA BANJARMASIN,(0853)86009968,"JL S PARMAN NO.74, RT.21, BANJARMASIN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA BORNEO BANJARMASIN,
903,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(2122)823332,"JL LAPANGAN TEMBAK, KEL CIBUBUR, KEC CIRACAS, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA CIBUBUR MEDIKA,
904,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT,(0532)2065356,"JL. A. YANI NO.24 KEL.BARU, (DEPAN PIURNAMA HOTEL), PANGKALAN BUN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,"KLINIK MATA DR.AGUS ARIYANTO, SP.M",
905,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA SAMARINDA,(0541)770692,"JL A YANI II NO 25, SAMARINDA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA DR UMBOH,
906,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(2172)26391,"JL WIJAYA 1 NO 11 B, KEBAYORAN BARU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATAHARI,
907,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KABUPATEN PANDEGLANG,(0253)201713,"JL RAYA LABUAN KM 3 NO 37, SARUNI, PANDEGLANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA & KATARAK SARUNI,
908,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN GRESIK,(3139)30011,"JL SUMATRA NO 27, GRESIK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA KMU,
909,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7206080,"JL BUMI NO 14, KEBAYORAN BARU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA MAYESTIK,
910,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)53344286,"JL KEBON JERUK RAYA NO 93, JAKARTA BARAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NADINE,
911,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7516688,"JL RA KARTINI NO 99, LEBAK BULUS, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NUSANTARA JAKARTA SELATAN,
912,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)5646688,"JL ARJUNA UTARA NO 50, KEBON JERUK, JAKARTA BARAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NUSANTARA KEBON JERUK,
913,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)6546688,"KAWASAN NIAGA SELATAN BLOK B15, BANDAR KEMAYORAN, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NUSANTARA KEMAYORAN,
914,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)55958236,"JL PANTAI INDAH UTARA NO 3, PANTAI INDAH KAPUK, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NUSANTARA PIK,
915,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(0248)6456688,"JL AHMAD YANI NO 164, SEMARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA NUSANTARA SEMARANG,
916,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)99559921,"RUKO MENDRISIO 3 BLOK D 16, GADING SERPONG, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA SERPONG,
917,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(8122)9990819,"KOMPLEK MMTC BLOK A NO.37, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA SPEC,
918,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(0318)433050,"JL RAYA JEMURSARI 108, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA SURABAYA,
919,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI UTARA,KOTA KOTAMOBAGU,(4342)603010,"JLN. SOEPRAPTO NO.17, LINGKUNGAN I, KEL. GOGAGOMAN, KOTAMOGABU, SULAWESI UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK MATA TOTABUAN,
